puzzleid,red_list,green_list,blue_list,stars
3564,0,0,69,66
3563,35,31,31,61
3562,8,18,55,56
3561,1,0,14,14
3560,22,19,56,26
3559,19,65,22,89
3558,47,32,41,31
3557,12,73,1,30
3556,26,8,63,8
3555,10,11,20,21
3554,32,12,109,105
3553,2,6,58,32
3552,9,8,8,4
3551,2,58,6,8
3550,30,25,97,113
3549,9,0,70,1
3548,56,53,59,167
3547,20,61,76,78
3546,24,59,80,80
3545,8,0,64,71
3544,12,36,120,75
3543,2,0,41,12
3542,0,20,16,7
3541,3,104,2,66
3540,3,87,1,64
3539,10,123,10,121
3537,0,0,4,1
3536,7,0,69,75
3535,17,71,64,117
3534,0,100,0,99
3533,32,0,36,32
3532,2,3,4,8
3531,0,0,4,3
3530,35,4,65,11
3529,31,32,27,4
3528,16,12,4,4
3527,45,29,56,7
3526,3,90,1,56
3525,0,21,95,84
3524,7,5,37,35
3523,10,10,134,153
3522,11,67,27,67
3521,74,65,53,17
3520,7,82,19,66
3519,23,54,31,54
3518,23,53,30,53
3517,4,166,21,190
3516,10,8,92,109
3515,30,22,140,52
3514,49,5,90,23
3513,53,25,33,11
3512,23,51,28,51
3511,14,0,89,1
3510,12,0,83,1
3509,47,57,88,191
3508,0,0,96,95
3507,43,43,77,162
3506,22,20,69,84
3505,16,11,9,35
3504,0,50,106,105
3503,1,2,14,4
3502,3,8,16,8
3501,6,1,23,12
3500,4,94,94,12
3499,0,0,47,22
3498,15,19,158,180
3497,4,2,21,16
3496,0,2,190,9
3495,0,0,49,8
3494,16,6,87,4
3493,54,69,69,4
3492,3,25,5,7
3491,6,29,73,51
3490,5,15,71,15
3489,12,21,67,6
3488,52,3,38,38
3487,103,12,10,118
3486,13,106,5,100
3485,16,2,13,30
3484,0,0,78,77
3483,12,1,86,1
3482,12,1,94,1
3481,56,1,0,11
3480,16,22,0,14
3479,1,64,1,13
3478,59,0,0,11
3477,26,94,60,33
3476,0,4,188,1
3475,169,1,22,1
3474,24,48,48,25
3473,56,40,96,12
3472,0,0,47,46
3471,104,0,0,103
3470,0,0,17,16
3469,7,0,1,1
3468,23,19,147,188
3467,12,12,168,91
3466,0,0,4,1
3465,39,8,6,37
3464,55,0,0,54
3463,121,0,0,120
3462,7,0,75,74
3461,0,67,0,66
3460,0,0,22,21
3459,17,9,13,37
3458,8,4,24,8
3457,18,154,20,27
3456,22,16,32,69
3455,31,2,95,3
3454,39,44,67,148
3453,71,79,0,148
3452,28,46,66,139
3451,23,20,19,6
3450,7,4,32,31
3449,2,2,3,2
3448,62,8,42,111
3447,48,48,48,22
3446,75,0,51,15
3445,51,33,108,16
3444,16,17,74,106
3443,4,4,5,2
3442,17,0,66,12
3441,1,0,191,7
3440,22,12,132,44
3439,7,12,89,11
3438,8,12,123,8
3437,0,16,3,3
3436,17,20,155,17
3435,0,79,83,15
3434,24,0,168,24
3433,1,0,112,63
3432,8,9,175,26
3431,4,1,42,11
3430,4,0,140,111
3429,16,16,74,16
3428,7,0,8,14
3427,28,16,47,29
3426,6,6,42,11
3425,3,2,63,1
3424,16,38,37,6
3423,10,8,16,33
3422,23,0,169,1
3421,2,58,21,8
3420,4,14,38,10
3419,21,23,78,7
3418,9,2,2,12
3417,1,51,56,31
3416,12,88,80,91
3415,4,8,20,31
3414,4,16,7,4
3413,4,1,24,4
3412,4,1,22,6
3411,15,18,72,1
3410,9,1,0,2
3409,9,9,28,45
3408,6,104,8,1
3407,56,33,73,30
3406,6,1,1,2
3405,3,0,1,3
3404,9,1,43,2
3403,39,35,91,90
3402,0,18,0,17
3401,0,0,29,12
3400,10,0,0,8
3399,1,7,0,6
3398,6,33,3,1
3397,7,47,3,1
3396,7,2,69,3
3395,4,31,18,18
3394,18,19,78,49
3393,2,5,55,31
3392,7,2,78,8
3391,2,9,45,10
3390,0,1,10,1
3389,11,10,23,10
3388,8,12,22,3
3387,3,7,36,39
3386,0,0,12,1
3385,16,0,0,14
3384,1,5,28,7
3383,1,5,17,14
3382,18,11,56,1
3381,2,5,50,56
3380,170,0,22,187
3379,53,0,0,9
3378,191,0,1,14
3377,0,5,187,53
3376,63,0,0,1
3375,8,10,76,1
3374,0,11,17,1
3373,0,2,30,3
3372,1,19,172,109
3371,12,20,32,1
3370,6,59,7,26
3369,0,0,4,1
3368,7,1,104,24
3367,165,22,5,188
3366,13,8,57,77
3365,1,2,30,12
3364,12,12,17,5
3363,4,8,30,8
3362,0,8,0,7
3361,13,13,10,5
3360,0,0,16,1
3359,0,0,4,1
3358,0,23,133,24
3357,0,18,46,2
3356,7,7,73,36
3355,39,0,9,5
3354,46,0,0,2
3353,20,27,0,1
3352,0,0,8,7
3351,0,56,0,4
3350,38,0,0,1
3349,19,1,0,9
3348,0,24,0,1
3347,7,29,30,29
3346,1,43,12,55
3345,10,0,30,30
3344,8,14,4,8
3343,4,4,37,1
3342,13,13,23,1
3341,1,8,35,9
3340,10,10,43,10
3339,12,12,168,191
3338,7,7,9,22
3337,3,8,19,29
3336,8,7,76,1
3335,1,19,6,24
3334,20,6,70,19
3333,0,0,36,3
3332,0,0,18,6
3331,7,4,25,7
3330,31,48,17,1
3329,10,0,81,14
3328,7,9,176,10
3327,6,11,70,86
3326,12,0,20,31
3325,3,2,104,108
3324,8,0,8,15
3323,3,4,23,29
3322,81,76,35,16
3321,0,0,4,1
3320,1,3,21,1
3319,14,9,43,1
3318,1,25,166,1
3317,4,10,44,30
3316,12,19,161,24
3315,4,0,36,31
3314,26,32,134,1
3313,33,16,143,14
3312,0,0,192,1
3311,4,5,27,17
3310,7,3,42,14
3309,0,0,96,8
3308,4,0,36,4
3307,0,0,41,1
3306,0,0,2,1
3305,16,20,16,51
3304,0,2,20,2
3303,66,12,0,77
3302,7,7,34,5
3301,5,24,20,20
3300,5,24,24,24
3299,0,71,0,70
3298,0,1,58,58
3297,15,50,10,49
3296,12,0,122,101
3295,2,2,16,2
3294,2,2,55,3
3293,4,16,37,16
3292,48,0,0,7
3291,48,0,0,11
3290,48,0,0,11
3289,48,0,0,15
3288,192,0,0,191
3287,0,72,0,1
3286,4,16,36,20
3285,1,30,62,24
3284,16,12,72,24
3283,35,22,49,15
3282,4,18,82,8
3281,125,0,1,125
3280,21,9,83,7
3279,1,0,3,3
3278,30,27,27,83
3277,5,39,28,3
3276,77,21,27,77
3275,6,17,4,8
3274,3,24,83,28
3273,12,3,20,8
3272,4,60,0,16
3271,1,111,0,111
3270,0,125,0,88
3269,6,1,88,31
3268,6,0,58,20
3267,14,14,5,4
3266,14,14,5,4
3265,52,5,57,113
3264,13,14,16,15
3263,66,55,59,36
3262,13,17,15,13
3261,53,5,63,120
3260,61,16,16,68
3259,9,45,3,3
3258,53,5,63,115
3257,0,0,4,3
3256,12,4,0,4
3255,13,13,22,13
3254,17,64,11,56
3253,21,51,71,1
3252,16,144,16,55
3251,4,3,0,1
3250,8,7,0,1
3249,90,0,102,191
3248,20,55,39,11
3247,0,77,112,37
3246,1,0,73,1
3245,21,24,21,31
3244,0,46,15,40
3243,16,91,25,91
3242,44,13,3,5
3241,17,24,12,52
3240,20,53,37,15
3239,16,2,32,32
3238,0,95,95,29
3237,0,0,57,56
3236,0,0,64,63
3235,10,63,12,1
3234,16,6,38,43
3233,14,7,155,7
3232,7,4,5,15
3231,9,8,9,19
3230,18,18,13,34
3229,1,4,45,8
3228,14,34,12,8
3227,56,43,48,1
3226,5,14,8,13
3225,50,10,132,74
3224,0,0,4,1
3223,10,15,65,89
3222,9,39,4,1
3221,29,24,19,17
3220,63,64,65,28
3219,6,10,29,10
3218,36,15,18,36
3217,81,23,21,81
3216,13,12,83,94
3215,17,18,71,1
3214,0,96,46,95
3213,83,18,18,83
3212,7,0,162,168
3211,0,0,126,1
3210,94,11,0,23
3209,22,0,88,23
3208,63,69,60,6
3207,8,7,37,8
3206,9,0,25,10
3205,4,51,10,4
3204,32,108,4,143
3203,3,2,13,3
3202,0,5,10,5
3201,6,3,12,11
3200,55,9,10,1
3199,63,58,71,41
3198,12,24,145,180
3197,1,0,4,4
3196,0,69,0,28
3195,16,4,24,16
3194,0,20,30,44
3193,22,20,41,82
3192,8,15,88,15
3191,39,1,60,55
3190,12,8,10,29
3189,74,5,13,8
3188,3,6,25,5
3187,5,5,24,5
3186,2,2,16,4
3185,8,6,9,1
3184,7,5,4,15
3183,1,10,66,1
3182,5,15,33,8
3181,25,10,72,44
3180,8,16,12,35
3179,48,9,68,25
3178,77,0,115,167
3177,5,7,50,9
3176,28,8,28,31
3175,4,13,72,13
3174,1,0,4,3
3173,0,0,4,1
3172,4,10,33,46
3171,40,2,59,17
3170,2,10,66,1
3169,23,0,29,23
3168,19,1,171,19
3167,8,10,43,20
3166,5,4,16,5
3165,7,15,80,20
3164,45,20,32,73
3163,1,12,90,77
3162,8,21,46,58
3161,0,11,73,49
3160,16,68,31,51
3159,8,13,57,1
3158,0,1,3,2
3157,8,22,38,24
3156,6,6,39,5
3155,9,16,72,76
3154,5,6,4,3
3153,0,17,45,1
3152,86,0,2,4
3151,1,7,40,8
3150,13,6,21,1
3149,3,9,24,9
3148,3,6,62,34
3147,6,20,40,65
3146,8,15,59,16
3145,12,5,28,44
3144,6,6,54,65
3143,5,80,107,8
3142,5,2,24,1
3141,9,3,69,51
3140,7,4,27,5
3139,4,21,86,103
3138,0,133,23,132
3137,26,24,26,2
3136,5,0,60,5
3135,28,4,1,32
3134,1,6,17,2
3133,9,16,6,30
3132,58,10,35,4
3131,0,33,0,3
3130,5,22,20,1
3129,22,23,97,6
3128,0,1,88,88
3127,4,0,85,88
3126,16,4,38,2
3125,4,0,91,94
3124,15,42,12,14
3123,13,51,13,15
3122,0,40,40,40
3121,25,14,56,94
3120,17,8,74,18
3119,40,2,24,21
3118,71,20,1,21
3117,12,0,46,1
3116,13,12,140,133
3115,16,16,31,30
3114,1,6,28,19
3113,5,5,5,9
3112,16,3,3,3
3111,11,2,10,4
3110,16,0,68,83
3109,4,0,90,18
3108,8,0,76,13
3107,6,23,92,18
3106,1,1,7,2
3105,0,0,4,1
3104,7,18,14,5
3103,8,8,86,13
3102,76,19,0,19
3101,14,8,86,13
3100,8,16,64,16
3099,66,11,1,66
3098,16,2,17,5
3097,58,7,0,58
3096,0,1,9,2
3095,7,8,177,5
3094,7,7,35,1
3093,2,5,82,88
3092,2,3,59,11
3091,6,4,61,6
3090,24,13,70,10
3089,74,11,0,74
3088,18,11,72,19
3087,17,3,72,91
3086,3,14,80,96
3085,0,0,30,15
3084,16,20,16,4
3083,8,4,12,12
3082,4,4,17,4
3081,6,6,4,2
3080,26,20,78,32
3079,18,18,37,13
3078,1,1,7,2
3077,7,12,42,5
3076,28,24,140,54
3075,51,7,1,1
3074,4,9,19,4
3073,2,2,13,4
3072,4,43,9,1
3071,128,17,19,4
3070,4,3,12,1
3069,20,9,24,52
3068,19,10,11,5
3067,21,47,124,21
3066,4,1,27,5
3065,3,6,34,1
3064,0,3,7,3
3063,3,1,13,1
3062,8,2,9,9
3061,22,14,6,13
3060,4,2,15,1
3059,19,32,70,8
3058,34,33,41,6
3057,12,0,76,13
3056,37,2,2,20
3055,8,4,32,1
3054,68,0,52,16
3053,13,0,49,61
3052,11,7,90,107
3051,3,20,31,3
3050,9,6,66,3
3049,0,10,153,23
3048,44,16,36,44
3047,73,18,13,43
3046,19,8,156,2
3045,19,24,23,18
3044,7,10,54,15
3043,4,0,30,33
3042,16,19,9,23
3041,6,0,94,67
3040,77,26,67,64
3039,18,4,2,21
3038,7,21,53,32
3037,0,11,66,44
3036,2,12,35,14
3035,0,0,4,1
3034,13,0,28,1
3033,15,3,4,1
3032,1,1,11,4
3031,0,11,124,11
3030,3,16,68,12
3029,25,21,26,24
3028,0,2,21,22
3027,0,3,8,3
3026,10,1,11,1
3025,8,9,57,1
3024,39,28,40,5
3023,32,16,144,191
3022,6,12,94,3
3021,50,1,63,14
3020,3,3,10,2
3019,9,39,2,1
3018,2,20,0,21
3017,21,2,90,1
3016,17,37,57,1
3015,2,2,53,3
3014,56,8,0,28
3013,4,71,1,54
3012,20,0,48,20
3011,5,11,126,36
3010,3,8,154,66
3009,0,0,52,51
3008,44,12,95,44
3007,53,8,0,1
3006,13,23,32,36
3005,2,0,43,12
3004,36,12,95,36
3003,50,14,9,31
3002,1,75,2,75
3001,9,0,78,17
3000,11,43,53,11
2999,6,41,97,47
2998,4,10,38,14
2997,8,52,44,44
2996,36,0,66,65
2995,12,0,12,23
2994,6,56,12,1
2993,0,0,55,16
2992,4,13,57,1
2991,8,27,42,4
2990,33,31,37,1
2989,0,0,30,1
2988,77,0,0,19
2987,21,1,49,70
2986,4,2,35,40
2985,9,5,95,90
2984,40,1,59,61
2983,34,1,50,84
2982,14,0,85,39
2981,0,2,10,3
2980,34,5,11,2
2979,5,0,64,4
2978,5,1,59,10
2977,18,1,41,59
2976,13,49,1,13
2975,19,7,0,4
2974,9,2,83,37
2973,1,74,4,48
2972,45,3,64,30
2971,4,15,44,15
2970,77,38,77,76
2969,5,5,71,5
2968,14,1,40,54
2967,15,1,40,55
2966,32,130,15,30
2965,6,20,134,30
2964,45,50,45,139
2963,17,39,121,30
2962,7,2,76,8
2961,14,8,22,4
2960,18,6,40,17
2959,6,0,35,14
2958,1,6,72,7
2957,5,5,55,32
2956,2,3,63,4
2955,38,29,40,1
2954,14,1,93,11
2953,10,10,59,14
2952,5,4,62,1
2951,0,9,37,9
2950,39,34,53,2
2949,9,0,72,80
2948,5,5,104,37
2947,17,14,17,47
2946,37,24,45,1
2945,44,40,14,43
2944,0,48,28,48
2943,35,5,53,40
2942,14,14,3,15
2941,1,77,0,41
2940,0,27,12,12
2939,9,3,54,5
2938,41,0,41,81
2937,10,21,90,118
2936,21,0,51,1
2935,3,2,35,6
2934,0,15,38,1
2933,61,5,15,13
2932,4,0,74,77
2931,14,0,58,71
2930,0,49,3,48
2929,2,2,13,2
2928,5,93,0,32
2927,74,24,24,58
2926,6,10,55,26
2925,22,6,45,72
2924,1,0,52,8
2923,5,8,53,28
2922,1,50,44,23
2921,1,4,21,2
2920,13,0,93,13
2919,14,8,38,22
2918,4,41,22,41
2917,72,24,24,71
2916,0,0,80,79
2915,54,6,65,21
2914,0,0,79,78
2913,0,0,33,4
2912,2,4,17,5
2911,0,25,30,15
2910,0,0,2,1
2909,8,7,75,8
2908,24,20,64,47
2907,0,2,22,4
2906,21,57,18,23
2905,13,13,2,27
2904,21,60,70,150
2903,9,14,5,27
2902,18,19,66,36
2901,18,69,57,30
2900,55,7,0,53
2899,6,6,78,1
2898,45,0,16,8
2897,6,17,12,8
2896,72,0,18,89
2895,17,12,6,5
2894,16,16,160,191
2893,14,14,84,51
2892,92,4,39,43
2891,14,11,10,1
2890,1,8,16,1
2889,16,13,6,1
2888,0,37,44,19
2887,0,12,0,11
2886,2,77,10,88
2885,2,5,27,33
2884,0,0,2,1
2883,0,26,49,3
2882,17,4,15,19
2881,0,0,7,1
2880,2,0,2,1
2879,60,58,62,57
2878,0,36,42,20
2877,3,15,67,6
2876,7,22,33,19
2875,0,25,46,24
2874,13,32,36,12
2873,85,13,0,83
2872,13,10,18,22
2871,20,20,4,43
2870,4,1,8,4
2869,8,13,83,103
2868,6,12,53,3
2867,2,5,8,2
2866,1,22,10,31
2865,12,65,12,88
2864,4,4,4,11
2863,12,0,28,27
2862,54,36,23,47
2861,5,35,10,49
2860,0,23,33,23
2859,7,3,36,2
2858,6,8,12,1
2857,7,7,26,3
2856,0,21,24,20
2855,36,36,72,143
2854,21,44,39,68
2853,32,26,134,36
2852,57,29,7,36
2851,28,4,41,72
2850,10,2,45,39
2849,9,3,51,39
2848,0,42,20,42
2847,4,0,48,3
2846,3,2,2,2
2845,2,6,34,1
2844,1,0,6,6
2843,5,0,4,3
2842,4,0,80,28
2841,22,12,55,13
2840,0,0,82,66
2839,32,4,28,36
2838,7,2,13,21
2837,1,0,23,2
2836,21,0,36,20
2835,5,0,64,63
2834,16,0,80,82
2833,5,0,64,63
2832,8,52,1,27
2831,8,10,91,1
2830,12,5,12,20
2829,8,8,24,2
2828,4,8,32,1
2827,6,8,41,1
2826,3,14,4,6
2825,8,5,103,15
2824,64,0,34,63
2823,16,20,72,72
2821,22,9,7,15
2820,26,9,57,35
2819,14,26,14,36
2818,3,5,32,6
2817,12,32,6,49
2816,16,5,30,8
2815,5,6,44,7
2814,1,6,40,11
2813,25,16,15,16
2812,1,6,58,11
2811,43,14,43,13
2810,87,0,13,13
2809,4,3,32,1
2808,8,2,37,46
2807,3,0,2,1
2806,67,37,22,37
2805,42,41,83,165
2804,32,0,49,16
2803,8,0,67,74
2802,32,0,62,1
2801,39,40,23,20
2800,16,15,7,37
2799,0,5,32,31
2798,13,1,0,13
2797,1,8,0,8
2796,3,4,1,7
2795,2,1,6,8
2794,5,2,0,2
2793,8,94,3,104
2792,8,0,1,8
2791,22,8,22,2
2790,4,20,61,24
2789,8,5,55,67
2788,6,22,10,37
2787,4,11,11,25
2786,0,8,0,7
2785,1,1,19,20
2784,25,1,1,26
2783,3,0,2,4
2782,168,22,2,190
2781,0,26,0,1
2780,25,8,18,1
2779,0,1,8,2
2778,1,15,0,15
2777,2,16,2,19
2776,2,32,3,5
2775,9,14,0,3
2774,37,21,59,46
2773,30,0,65,1
2772,44,0,24,43
2771,0,33,43,33
2770,0,4,4,7
2769,22,1,0,1
2768,1,0,4,4
2767,4,8,4,15
2766,1,4,3,7
2765,1,1,8,9
2764,38,13,5,55
2763,4,0,4,7
2762,13,4,0,16
2761,0,0,2,1
2760,17,0,36,1
2759,25,0,0,24
2758,12,12,4,27
2757,7,1,45,37
2756,16,39,38,46
2755,4,2,87,92
2754,7,4,181,1
2753,5,7,113,55
2752,2,0,10,2
2751,6,8,48,61
2750,0,0,2,1
2749,0,1,44,44
2748,7,2,3,11
2747,24,4,20,47
2746,24,24,2,11
2745,0,1,80,80
2744,0,0,39,38
2743,0,0,2,1
2742,35,11,11,56
2741,12,0,4,3
2740,4,35,3,40
2739,19,4,3,17
2738,8,15,78,9
2737,1,3,138,79
2736,1,0,128,128
2735,43,43,43,4
2734,22,28,0,1
2733,1,8,30,14
2732,12,114,15,15
2731,0,4,51,51
2730,15,62,6,82
2729,6,52,11,19
2728,13,32,28,40
2727,4,5,24,32
2726,6,9,9,23
2725,0,16,28,20
2724,19,37,136,1
2723,8,17,43,12
2722,0,0,139,138
2721,6,9,21,35
2720,0,71,72,26
2719,0,0,127,4
2718,5,3,37,44
2717,31,24,44,6
2716,39,7,0,1
2715,0,10,4,1
2714,32,32,39,69
2713,20,4,76,89
2712,8,1,28,36
2711,56,40,25,91
2710,7,2,3,11
2709,0,0,69,68
2708,8,0,21,28
2707,0,74,72,58
2706,29,74,0,29
2705,1,14,64,16
2704,0,3,6,3
2703,4,27,48,7
2702,0,0,4,1
2701,48,2,32,1
2700,0,0,2,1
2699,10,0,39,48
2698,8,8,51,20
2697,4,32,39,15
2696,29,5,3,20
2695,3,6,77,4
2694,0,34,21,20
2693,1,0,35,1
2692,58,8,45,110
2691,10,8,12,1
2690,45,52,51,35
2689,0,0,64,1
2688,0,0,16,2
2687,47,27,51,4
2686,0,32,52,43
2685,0,0,5,2
2684,17,57,55,128
2683,4,14,89,106
2682,0,1,20,20
2681,11,6,71,87
2680,12,4,48,63
2679,0,0,4,1
2678,10,6,60,15
2677,21,21,41,8
2676,17,21,52,17
2675,5,8,23,14
2674,10,13,28,10
2673,0,0,87,8
2672,0,0,123,1
2671,0,0,133,1
2670,0,15,26,40
2669,11,10,67,20
2668,6,6,48,59
2667,9,9,33,50
2666,10,4,94,107
2665,31,2,54,1
2664,14,24,39,32
2663,8,8,16,2
2662,5,5,59,50
2661,30,24,42,95
2660,35,68,16,118
2659,0,42,0,3
2658,5,5,61,30
2657,14,10,86,109
2656,10,7,74,1
2655,0,6,27,31
2654,15,15,41,30
2653,18,1,78,96
2652,50,14,9,17
2651,23,9,60,91
2650,14,99,4,116
2649,44,11,25,79
2648,0,0,20,19
2647,10,6,50,64
2646,5,13,23,6
2645,21,21,35,76
2644,5,27,9,27
2643,60,0,84,60
2642,2,13,95,14
2641,11,4,80,94
2640,21,4,67,4
2639,14,16,42,22
2638,72,4,43,18
2637,6,0,33,1
2636,4,4,51,1
2635,114,0,36,15
2634,16,0,113,128
2633,7,5,36,1
2632,0,1,59,59
2631,10,6,37,16
2630,13,26,61,52
2629,0,20,36,55
2628,16,16,100,16
2627,58,21,33,14
2626,21,31,55,1
2625,16,16,4,35
2624,1,40,20,20
2623,44,0,2,5
2622,98,0,11,108
2621,1,4,20,24
2620,72,0,0,71
2619,1,23,157,135
2618,33,26,81,11
2617,5,5,65,22
2616,6,18,70,34
2615,1,1,27,1
2614,44,9,73,125
2613,50,0,29,28
2612,1,7,82,8
2611,0,37,0,36
2610,8,8,24,4
2609,16,44,1,60
2608,20,40,1,60
2607,14,24,58,95
2606,1,6,94,2
2605,17,10,82,27
2604,27,17,44,27
2603,24,4,0,27
2602,0,7,185,69
2601,8,20,8,6
2600,1,2,0,1
2599,75,0,0,1
2598,0,4,0,3
2597,0,3,0,1
2596,0,0,2,1
2595,9,9,6,1
2594,1,12,8,20
2593,16,3,11,1
2592,16,3,11,1
2591,16,5,19,1
2590,40,136,12,187
2589,27,0,32,7
2588,26,0,33,7
2587,8,0,8,15
2586,1,15,22,16
2585,27,0,32,7
2584,0,0,4,1
2583,15,26,68,1
2582,4,48,48,48
2581,0,0,20,11
2580,10,4,92,2
2579,16,0,0,2
2578,22,0,81,80
2577,4,46,59,108
2576,29,3,62,93
2575,23,24,13,47
2574,16,0,0,2
2573,2,3,26,2
2572,2,6,50,2
2571,56,32,20,28
2570,0,0,19,1
2569,7,0,75,1
2568,5,4,16,3
2567,0,0,28,12
2566,11,82,10,21
2565,142,18,0,159
2564,0,0,96,95
2563,42,20,24,78
2562,5,0,28,1
2561,32,60,52,14
2560,39,47,31,1
2559,30,50,70,50
2558,16,65,11,91
2557,37,41,58,11
2556,12,24,41,50
2555,8,0,57,8
2554,35,4,8,1
2553,0,4,0,3
2552,3,2,121,5
2551,11,26,11,1
2550,42,0,5,46
2549,32,0,160,116
2548,3,4,76,7
2547,0,40,47,47
2546,16,14,33,31
2545,0,16,93,108
2544,0,16,93,108
2543,5,30,23,18
2542,12,39,6,1
2541,36,32,52,119
2540,32,32,90,9
2539,4,8,128,139
2538,25,16,83,83
2537,23,34,5,3
2536,10,21,94,94
2535,77,12,34,113
2534,77,12,22,110
2533,47,0,55,1
2532,2,1,8,10
2531,106,12,12,129
2530,49,14,7,17
2529,46,14,7,20
2528,15,17,59,21
2527,7,7,18,31
2526,26,26,24,17
2525,14,50,12,22
2524,32,4,14,4
2523,34,34,23,8
2522,1,4,16,8
2521,2,3,30,17
2520,19,7,26,32
2519,0,1,22,5
2518,4,3,77,4
2517,12,16,6,8
2516,8,4,6,15
2515,81,0,111,90
2514,109,2,18,128
2513,5,21,81,32
2512,55,1,39,1
2511,3,2,47,1
2510,17,20,47,20
2509,42,48,48,135
2508,19,37,40,38
2507,0,0,4,1
2506,66,76,50,4
2505,53,51,31,1
2504,11,32,46,34
2503,10,10,40,56
2502,18,20,0,37
2501,9,3,3,8
2500,52,35,105,4
2499,12,10,35,1
2498,0,0,41,5
2497,9,13,51,1
2496,1,0,40,5
2495,12,20,32,3
2494,4,9,4,9
2493,0,122,1,6
2492,48,12,0,1
2491,94,26,9,18
2490,0,0,58,1
2489,24,0,135,23
2488,4,1,17,21
2487,7,5,3,1
2486,36,0,46,5
2485,5,5,20,5
2484,7,8,122,2
2483,0,41,42,82
2482,65,3,0,17
2481,30,12,30,71
2480,10,68,10,1
2479,60,16,0,75
2478,33,37,37,1
2477,22,24,58,103
2476,25,45,31,4
2475,4,2,9,4
2474,16,40,23,78
2473,0,0,36,35
2472,2,2,36,39
2471,21,5,43,68
2470,31,42,50,61
2469,5,1,65,70
2468,10,6,55,70
2467,4,30,34,67
2466,4,2,35,9
2465,22,20,125,60
2464,21,31,20,71
2463,36,11,11,21
2462,0,126,39,39
2461,39,1,3,5
2460,86,6,8,13
2459,15,28,75,22
2458,5,4,54,6
2457,6,6,12,23
2456,51,23,64,63
2455,16,1,79,95
2454,0,0,23,22
2453,32,52,1,32
2452,127,1,0,125
2451,40,14,16,12
2450,12,9,48,2
2449,3,6,42,1
2448,0,0,72,71
2447,0,0,80,79
2446,28,49,19,17
2445,8,7,60,24
2444,8,5,62,23
2443,0,12,2,12
2442,45,0,32,1
2441,9,9,2,19
2440,3,1,58,4
2439,26,15,0,40
2438,11,9,58,12
2437,0,88,74,73
2436,29,15,28,34
2435,19,10,65,22
2434,0,0,8,7
2433,0,0,102,72
2432,13,13,56,1
2431,8,10,46,1
2430,0,0,23,22
2429,10,9,74,19
2428,22,22,22,51
2427,10,22,118,32
2426,7,94,4,1
2425,16,34,8,57
2424,4,0,43,8
2423,11,2,64,36
2422,0,10,17,9
2421,22,50,26,16
2420,1,0,13,13
2419,31,39,41,31
2418,1,66,0,5
2417,18,9,77,28
2416,3,8,1,11
2415,0,14,8,21
2414,0,4,4,7
2413,8,4,36,47
2412,5,18,30,52
2411,12,11,55,22
2410,65,0,67,2
2409,9,6,90,1
2408,12,0,96,1
2407,0,21,0,1
2406,2,31,2,1
2405,11,37,132,48
2404,1,7,86,91
2403,0,0,18,6
2402,54,19,52,116
2401,33,42,33,18
2400,8,8,8,8
2399,11,1,28,39
2398,3,10,61,1
2397,1,22,63,22
2396,36,9,16,28
2395,43,36,45,36
2394,5,3,28,11
2393,28,64,16,1
2392,0,0,38,1
2391,4,0,13,1
2390,49,27,34,27
2389,5,21,66,31
2388,19,18,44,80
2387,8,7,137,46
2386,8,0,28,27
2385,20,24,36,44
2384,0,12,4,15
2383,29,16,64,28
2382,0,47,0,7
2381,37,7,32,75
2380,58,1,27,3
2379,74,12,15,15
2378,5,21,61,31
2377,4,1,31,8
2376,13,4,56,24
2375,7,4,50,21
2374,30,2,2,4
2373,8,9,98,76
2372,89,0,0,74
2371,21,1,170,1
2370,58,68,66,2
2369,0,0,2,1
2368,101,11,6,18
2367,17,19,30,2
2366,18,28,14,59
2365,12,26,41,24
2364,0,1,11,1
2363,64,0,0,63
2362,40,0,0,16
2361,0,0,38,13
2360,0,0,41,15
2359,84,84,24,33
2358,28,24,100,16
2357,7,10,13,2
2356,2,59,71,131
2355,24,19,33,6
2354,35,0,0,34
2353,10,10,64,35
2352,48,52,0,79
2351,127,0,0,89
2350,9,10,59,1
2349,1,110,55,1
2348,52,1,8,60
2347,24,64,5,44
2346,6,8,10,14
2345,60,60,48,113
2344,2,11,72,1
2343,29,50,9,1
2342,0,93,0,1
2341,0,32,0,31
2340,25,11,64,86
2339,1,12,66,2
2338,12,16,8,35
2337,0,93,0,1
2336,62,14,80,8
2335,11,44,137,23
2334,20,39,1,16
2333,19,14,61,22
2332,37,45,78,1
2331,35,15,16,5
2330,9,16,24,30
2329,4,8,40,8
2328,1,4,52,4
2327,4,1,12,8
2326,14,8,45,1
2325,20,4,29,20
2324,117,34,25,25
2323,7,11,86,18
2322,32,21,71,63
2321,8,12,100,15
2320,18,24,89,26
2319,36,21,32,16
2318,7,6,5,12
2317,10,10,18,9
2316,6,3,69,3
2315,16,6,54,1
2314,14,17,24,13
2313,6,10,12,1
2312,8,20,63,9
2311,9,1,10,14
2310,11,1,48,4
2309,39,34,22,20
2308,6,26,72,62
2307,27,10,76,33
2306,9,5,87,39
2305,12,42,37,25
2304,0,30,66,29
2303,0,24,54,23
2302,10,22,8,13
2301,47,25,52,25
2300,2,38,22,5
2299,2,15,31,47
2298,56,2,64,121
2297,46,47,57,16
2296,29,27,40,55
2295,10,32,39,17
2294,0,51,25,51
2293,0,10,50,50
